movieId,title,genres,imdbId
98,Shopping (1994),Action|Thriller,111173
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283
100,City Hall (1996),Drama|Thriller,115907
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734
102,Mr. Wrong (1996),Comedy,117102
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040
104,Happy Gilmore (1996),Comedy,116483
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110
108,Catwalk (1996),Documentary,112646
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,113276
110,Braveheart (1995),Action|Drama|War,112573
111,Taxi Driver (1976),Crime|Drama|Thriller,75314
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326
113,Before and After (1996),Drama|Mystery,115645
114,Margaret's Museum (1995),Drama,113774
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,112556
116,Anne Frank Remembered (1995),Documentary,112373
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033
118,If Lucy Fell (1996),Comedy|Romance,116606
119,"Steal Big, Steal Little (1995)",Comedy,114536
120,Race the Sun (1996),Adventure|Comedy|Drama,117427
121,"Boys of St. Vincent, The (1992)",Drama,106473
122,Boomerang (1992),Comedy|Romance,103859
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,114808
125,Flirting With Disaster (1996),Comedy,116324
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,111055
128,Jupiter's Wife (1994),Documentary,110217
129,Pie in the Sky (1996),Comedy|Romance,114131
130,Angela (1995),Drama,112364
131,Frankie Starlight (1995),Drama|Romance,113107
132,Jade (1995),Thriller,113451
133,Nueba Yol (1995),Comedy|Drama,114015
134,Sonic Outlaws (1995),Documentary,114500
135,Down Periscope (1996),Comedy,116130
136,From the Journals of Jean Seberg (1995),Documentary,113125
137,Man of the Year (1995),Documentary,113756
138,"Neon Bible, The (1995)",Drama,113952
139,Target (1995),Action|Drama,114618
140,Up Close and Personal (1996),Drama|Romance,118055
141,"Birdcage, The (1996)",Comedy,115685
142,Shadows (Cienie) (1988),Drama,94878
143,Gospa (1995),Drama,113200
144,"Brothers McMullen, The (1995)",Comedy,112585
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342
147,"Basketball Diaries, The (1995)",Drama,112461
148,"Awfully Big Adventure, An (1995)",Drama,112427
149,Amateur (1994),Crime|Drama|Thriller,109093
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384
151,Rob Roy (1995),Action|Drama|Romance|War,114287
152,"Addiction, The (1995)",Drama|Horror,112288
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462
154,Beauty of the Day (Belle de jour) (1967),Drama,61395
155,Beyond Rangoon (1995),Adventure|Drama|War,112495
156,Blue in the Face (1995),Comedy|Drama,112541
157,Canadian Bacon (1995),Comedy|War,109370
158,Casper (1995),Adventure|Children,112642
159,Clockers (1995),Crime|Drama|Mystery,112688
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715
161,Crimson Tide (1995),Drama|Thriller|War,112740
162,Crumb (1994),Documentary,109508
163,Desperado (1995),Action|Romance|Western,112851
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887
167,Feast of July (1995),Drama,113044
168,First Knight (1995),Action|Drama|Romance,113071
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243
171,Jeffrey (1995),Comedy|Drama,113464
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492
174,Jury Duty (1995),Comedy,113500
175,Kids (1995),Drama,113540
176,Living in Oblivion (1995),Comedy,113677
177,Lord of Illusions (1995),Horror,113690
178,Love & Human Remains (1993),Comedy|Drama,107447
179,Mad Love (1995),Drama|Romance,113729
180,Mallrats (1995),Comedy|Romance,113749
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820
182,Moonlight and Valentino (1995),Drama|Romance,113851
183,Mute Witness (1994),Comedy|Horror|Thriller,110604
184,Nadja (1994),Drama,110620
185,"Net, The (1995)",Action|Crime|Thriller,113957
186,Nine Months (1995),Comedy|Romance,113986
187,Party Girl (1995),Comedy,114095
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194
189,Reckless (1995),Comedy|Fantasy,114241
190,Safe (1995),Thriller,114323
191,"Scarlet Letter, The (1995)",Drama|Romance,114345
192,"Show, The (1995)",Documentary,114435
193,Showgirls (1995),Drama,114436
194,Smoke (1995),Comedy|Drama,114478
195,Something to Talk About (1995),Comedy|Drama|Romance,114496
196,Species (1995),Horror|Sci-Fi,114508
197,"Stars Fell on Henrietta, The (1995)",Drama,114534
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450
200,"Tie That Binds, The (1995)",Thriller,114666
201,Three Wishes (1995),Drama|Fantasy,114663
202,Total Eclipse (1995),Drama|Romance,114702
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682
204,Under Siege 2: Dark Territory (1995),Action,114781
205,Unstrung Heroes (1995),Comedy|Drama,114798
206,Unzipped (1995),Documentary,114805
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898
209,White Man's Burden (1995),Drama,114928
210,Wild Bill (1995),Western,114938
211,"Browning Version, The (1994)",Drama,109340
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579
214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882
215,Before Sunrise (1995),Drama|Romance,112471
216,Billy Madison (1995),Comedy,112508
217,"Babysitter, The (1995)",Drama|Thriller,112438
218,Boys on the Side (1995),Comedy|Drama,112571
219,"Cure, The (1995)",Drama,112757
220,Castle Freak (1995),Horror,112643
222,Circle of Friends (1995),Drama|Romance,112679
223,Clerks (1994),Comedy,109445
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883
225,Disclosure (1994),Drama|Thriller,109635
226,Dream Man (1995),Thriller,112899
227,Drop Zone (1994),Action|Thriller,109676
228,Destiny Turns on the Radio (1995),Comedy,112854
229,Death and the Maiden (1994),Drama|Thriller,109579
230,Dolores Claiborne (1995),Drama|Thriller,109642
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797
233,Exotica (1994),Drama,109759
234,Exit to Eden (1994),Comedy,109758
235,Ed Wood (1994),Comedy|Drama,109707
236,French Kiss (1995),Action|Comedy|Romance,113117
237,Forget Paris (1995),Comedy|Romance,113097
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198
240,Hideaway (1995),Thriller,113303
241,Fluke (1995),Children|Drama,113089
242,Farinelli: il castrato (1994),Drama|Musical,109771
243,Gordy (1995),Children|Comedy|Fantasy,113199
244,Gumby: The Movie (1995),Animation|Children,113234
245,"Glass Shield, The (1994)",Crime|Drama,109906
246,Hoop Dreams (1994),Documentary,110057
247,Heavenly Creatures (1994),Crime|Drama,110005
248,Houseguest (1994),Comedy,110066
249,Immortal Beloved (1994),Drama|Romance,110116
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006
251,"Hunted, The (1995)",Action,113360
252,I.Q. (1994),Comedy|Romance,110099
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148
254,Jefferson in Paris (1995),Drama,113463
255,"Jerky Boys, The (1995)",Comedy,110189
256,Junior (1994),Comedy|Sci-Fi,110216
257,Just Cause (1995),Mystery|Thriller,113501
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538
259,Kiss of Death (1995),Crime|Drama|Thriller,113552
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759
261,Little Women (1994),Drama,110367
262,"Little Princess, A (1995)",Children|Drama,113670
263,Ladybird Ladybird (1994),Drama,110296
264,"Enfer, L' (1994)",Drama,109731
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994
266,Legends of the Fall (1994),Drama|Romance|War|Western,110322
267,Major Payne (1995),Comedy,110443
268,Little Odessa (1994),Crime|Drama,110365
269,My Crazy Life (Mi vida loca) (1993),Drama,107566
270,Love Affair (1994),Drama|Romance,110391
271,Losing Isaiah (1995),Drama,113691
272,"Madness of King George, The (1994)",Comedy|Drama,110428
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836
274,Man of the House (1995),Comedy,113755
275,Mixed Nuts (1994),Comedy,110538
276,Milk Money (1994),Comedy|Romance,110516
277,Miracle on 34th Street (1994),Drama,110527
278,Miami Rhapsody (1995),Comedy,113808
279,My Family (1995),Drama,113896
280,Murder in the First (1995),Drama|Thriller,113870
281,Nobody's Fool (1994),Comedy|Drama|Romance,110684
282,Nell (1994),Drama,110638
283,New Jersey Drive (1995),Crime|Drama,113967
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,117169
285,Beyond Bedlam (1993),Drama|Horror,106402
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,113948
287,Nina Takes a Lover (1994),Comedy|Romance,110671
288,Natural Born Killers (1994),Action|Crime|Thriller,110632
289,Only You (1994),Comedy|Romance,110737
290,Once Were Warriors (1994),Crime|Drama,110729
291,Poison Ivy II (1996),Drama|Thriller,114151
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413
294,"Perez Family, The (1995)",Comedy|Romance,114113
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912
297,Panther (1995),Drama,114084
298,Pushing Hands (Tui shou) (1992),Drama,105652
299,Priest (1994),Drama,110889
300,Quiz Show (1994),Drama,110932
301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214
304,Roommates (1995),Comedy|Drama,114296
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,110769
310,Rent-a-Kid (1995),Comedy,114268
311,Relative Fear (1994),Horror|Thriller,110965
312,Stuart Saves His Family (1995),Comedy,114571
313,"Swan Princess, The (1994)",Animation|Children,111333
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112
315,"Specialist, The (1994)",Action|Drama|Thriller,111255
316,Stargate (1994),Action|Adventure|Sci-Fi,111282
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070
318,"Shawshank Redemption, The (1994)",Crime|Drama,111161
319,Shallow Grave (1994),Comedy|Drama|Thriller,111149
320,Suture (1993),Film-Noir|Thriller,108260
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966
322,Swimming with Sharks (1995),Comedy|Drama,114594
324,"Sum of Us, The (1994)",Comedy|Drama,111309
325,National Lampoon's Senior Trip (1995),Comedy,113936
326,To Live (Huozhe) (1994),Drama,110081
327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280
330,Tales from the Hood (1995),Action|Crime|Horror,114609
331,Tom & Viv (1994),Drama,111454
332,Village of the Damned (1995),Horror|Sci-Fi,114852
333,Tommy Boy (1995),Comedy,114694
334,Vanya on 42nd Street (1994),Drama,111590
335,Underneath (1995),Mystery|Thriller,114788
336,"Walking Dead, The (1995)",Drama|War,114888
337,What's Eating Gilbert Grape (1993),Drama,108550
338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857
339,While You Were Sleeping (1995),Comedy|Romance,114924
340,"War, The (1994)",Adventure|Drama|War,111667
341,Double Happiness (1994),Drama,109655
342,Muriel's Wedding (1994),Comedy,110598
343,"Baby-Sitters Club, The (1995)",Children,112435
344,Ace Ventura: Pet Detective (1994),Comedy,109040
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045
346,Backbeat (1993),Drama|Musical,106339
347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779
348,Bullets Over Broadway (1994),Comedy,109348
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444
350,"Client, The (1994)",Drama|Mystery|Thriller,109446
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484
352,Crooklyn (1994),Comedy|Drama,109504
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506
354,Cobb (1994),Drama,109450
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813
356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830
357,Four Weddings and a Funeral (1994),Comedy|Romance,109831
358,Higher Learning (1995),Drama,113305
359,I Like It Like That (1994),Comedy|Drama|Romance,110091
360,I Love Trouble (1994),Action|Comedy,110093
361,It Could Happen to You (1994),Comedy|Drama|Romance,110167
362,"Jungle Book, The (1994)",Adventure|Children|Romance,110213
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,107472
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357
365,Little Buddha (1993),Drama,107426
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,111686
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,110475
368,Maverick (1994),Adventure|Comedy|Western,110478
369,Mrs. Parker and the Vicious Circle (1994),Drama,110588
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,110622
371,"Paper, The (1994)",Comedy|Drama,110771
372,Reality Bites (1994),Comedy|Drama|Romance,110950
373,Red Rock West (1992),Thriller,105226
374,Richie Rich (1994),Children|Comedy,110989
375,Safe Passage (1994),Drama,111054
376,"River Wild, The (1994)",Action|Thriller,110997
377,Speed (1994),Action|Romance|Thriller,111257
378,Speechless (1994),Comedy|Romance,111256
379,Timecop (1994),Action|Sci-Fi|Thriller,111438
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503
381,When a Man Loves a Woman (1994),Drama|Romance,111693
382,Wolf (1994),Drama|Horror|Romance|Thriller,111742
383,Wyatt Earp (1994),Western,111756
384,Bad Company (1995),Action|Crime|Drama,112443
385,"Man of No Importance, A (1994)",Drama,110455
386,S.F.W. (1994),Drama,111048
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399
388,Boys Life (1995),Drama,112570
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,59170
391,Jason's Lyric (1994),Crime|Drama,110186
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,108069
393,Street Fighter (1994),Action|Adventure|Fantasy,111301
394,Coldblooded (1995),Comedy,112702
395,Desert Winds (1995),Drama|Fantasy|Romance,112849
396,Fall Time (1995),Drama,113014
397,"Fear, The (1995)",Horror,113043
398,Frank and Ollie (1995),Documentary,113104
399,Girl in the Cadillac (1995),Drama,113173
400,Homage (1995),Drama,113319
401,Mirage (1995),Action|Thriller,113827
402,Open Season (1996),Comedy,114047
403,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,112889
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,109339
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,110027
406,Federal Hill (1994),Drama,109785
407,In the Mouth of Madness (1995),Horror|Thriller,113409
408,8 Seconds (1994),Drama,109021
409,Above the Rim (1994),Crime|Drama,109035
410,Addams Family Values (1993),Children|Comedy|Fantasy,106220
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,111804
412,"Age of Innocence, The (1993)",Drama,106226
413,Airheads (1994),Comedy,109068
414,"Air Up There, The (1994)",Comedy,109067
415,Another Stakeout (1993),Comedy|Thriller,106292
416,Bad Girls (1994),Western,109198
417,Barcelona (1994),Comedy|Romance,109219
418,Being Human (1993),Drama,106379
419,"Beverly Hillbillies, The (1993)",Comedy,106400
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254
421,Black Beauty (1994),Adventure|Children|Drama,109279
422,Blink (1994),Thriller,109297
423,Blown Away (1994),Action|Thriller,109303
424,Blue Chips (1994),Drama,109305
425,Blue Sky (1994),Drama|Romance,109306
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,106452
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,106471
428,"Bronx Tale, A (1993)",Drama,106489
429,Cabin Boy (1994),Comedy,109361
430,Calendar Girl (1993),Comedy|Drama,106505
431,Carlito's Way (1993),Crime|Drama,106519
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439
433,Clean Slate (1994),Comedy,109443
434,Cliffhanger (1993),Action|Adventure|Thriller,106582
435,Coneheads (1993),Comedy|Sci-Fi,106598
436,Color of Night (1994),Drama|Thriller,109456
437,Cops and Robbersons (1994),Comedy,109480
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,109493
439,Dangerous Game (1993),Drama,106660
440,Dave (1993),Comedy|Romance,106673
441,Dazed and Confused (1993),Comedy,106677
442,Demolition Man (1993),Action|Adventure|Sci-Fi,106697
443,"Endless Summer 2, The (1994)",Adventure|Documentary,109729
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,106834
445,Fatal Instinct (1993),Comedy,106873
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,106332
447,"Favor, The (1994)",Comedy|Romance,109783
448,Fearless (1993),Drama,106881
449,Fear of a Black Hat (1994),Comedy,106880
450,With Honors (1994),Comedy|Drama,111732
451,Flesh and Bone (1993),Drama|Mystery|Romance,106926
452,Widows' Peak (1994),Drama,111712
453,For Love or Money (1993),Comedy|Romance,106941
454,"Firm, The (1993)",Drama|Thriller,106918
455,Free Willy (1993),Adventure|Children|Drama,106965
456,Fresh (1994),Crime|Drama|Thriller,109842
457,"Fugitive, The (1993)",Thriller,106977
458,Geronimo: An American Legend (1993),Drama|Western,107004
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,109890
460,Getting Even with Dad (1994),Comedy,109891
461,Go Fish (1994),Drama|Romance,109913
462,"Good Man in Africa, A (1994)",Action|Adventure,109920
463,Guilty as Sin (1993),Crime|Drama|Thriller,107057
464,Hard Target (1993),Action|Adventure|Crime|Thriller,107076
465,Heaven & Earth (1993),Action|Drama|War,107096
466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144
467,Live Nude Girls (1995),Comedy,113674
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,112966
469,"House of the Spirits, The (1993)",Drama|Romance,107151
470,House Party 3 (1994),Comedy,110064
471,"Hudsucker Proxy, The (1994)",Comedy,110074
472,I'll Do Anything (1994),Comedy|Drama,110097
473,In the Army Now (1994),Comedy|War,110123
474,In the Line of Fire (1993),Action|Thriller,107206
475,In the Name of the Father (1993),Drama,107207
476,"Inkwell, The (1994)",Comedy|Drama,110137
477,What's Love Got to Do with It? (1993),Drama|Musical,108551
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,110197
479,Judgment Night (1993),Action|Crime|Thriller,107286
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,107290
481,Kalifornia (1993),Drama|Thriller,107302
482,Killing Zoe (1994),Crime|Drama|Thriller,110265
483,King of the Hill (1993),Drama,107322
484,Lassie (1994),Adventure|Children,110305
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,107362
486,Life with Mikey (1993),Comedy,107413
487,Lightning Jack (1994),Comedy|Western,110353
488,M. Butterfly (1993),Drama|Romance,107468
489,Made in America (1993),Comedy,107478
490,Malice (1993),Thriller,107497
491,"Man Without a Face, The (1993)",Drama,107501
492,Manhattan Murder Mystery (1993),Comedy|Mystery,107507
493,Menace II Society (1993),Action|Crime|Drama,107554
494,Executive Decision (1996),Action|Adventure|Thriller,116253
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,74102
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,111689
497,Much Ado About Nothing (1993),Comedy|Romance,107616
498,Mr. Jones (1993),Drama|Romance,107611
499,Mr. Wonderful (1993),Comedy|Romance,107613
500,Mrs. Doubtfire (1993),Comedy|Drama,107614
501,Naked (1993),Drama,107653
502,"Next Karate Kid, The (1994)",Action|Children|Romance,110657
503,"New Age, The (1994)",Drama,110649
504,No Escape (1994),Action|Drama|Sci-Fi,110678
505,North (1994),Comedy,110687
506,Orlando (1992),Drama|Fantasy|Romance,107756
507,"Perfect World, A (1993)",Crime|Drama|Thriller,107808
508,Philadelphia (1993),Drama,107818
509,"Piano, The (1993)",Drama|Romance,107822
510,Poetic Justice (1993),Drama,107840
511,"Program, The (1993)",Action|Drama,107889
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,111003
513,Radioland Murders (1994),Comedy|Mystery|Romance,110939
514,"Ref, The (1994)",Comedy,110955
515,"Remains of the Day, The (1993)",Drama|Romance,107943
516,Renaissance Man (1994),Comedy|Drama,110971
517,Rising Sun (1993),Action|Drama|Mystery,107969
518,"Road to Wellville, The (1994)",Comedy,111001
